Run_Number,Indentor X Position,Indentor Y Position,Stiffener Rib Angle,Stiffener Rib Height,Stiffener Rib Position,Stiffener Rib Width
100,-90.51851992,-135.8080473,101.5625,11.328125,353.125,37.890625
101,-101.2265277,154.1480074,102.8125,17.890625,415.625,40.078125
102,153.7734723,-60.85199264,102.8125,17.890625,415.625,40.078125
103,26.27347227,46.64800736,102.8125,17.890625,415.625,40.078125
104,376.8984723,-248.9769926,102.8125,17.890625,415.625,40.078125
105,313.1484723,19.77300736,102.8125,17.890625,415.625,40.078125
106,360.9609723,-101.1644926,102.8125,17.890625,415.625,40.078125
107,297.2109723,60.08550736,102.8125,17.890625,415.625,40.078125
108,18.30472227,-242.2582426,102.8125,17.890625,415.625,40.078125
109,400.8047223,-134.7582426,102.8125,17.890625,415.625,40.078125
110,337.0547223,133.9917574,102.8125,17.890625,415.625,40.078125
111,2.367222272,-13.82074264,102.8125,17.890625,415.625,40.078125
112,-29.50777773,-94.44574264,102.8125,17.890625,415.625,40.078125
113,225.4922223,120.5542574,102.8125,17.890625,415.625,40.078125
114,293.2265973,-212.0238676,102.8125,17.890625,415.625,40.078125
115,356.9765973,-50.77386764,102.8125,17.890625,415.625,40.078125
116,325.1015973,83.60113236,102.8125,17.890625,415.625,40.078125
117,-41.46090273,-225.4613676,102.8125,17.890625,415.625,40.078125
118,404.7890973,150.7886324,102.8125,17.890625,415.625,40.078125
119,-9.585902728,-144.8363676,102.8125,17.890625,415.625,40.078125
120,245.4140973,70.16363236,102.8125,17.890625,415.625,40.078125
121,117.9140973,-37.33636764,102.8125,17.890625,415.625,40.078125
122,54.16409727,-198.5863676,102.8125,17.890625,415.625,40.078125
123,173.6953473,-3.742617645,102.8125,17.890625,415.625,40.078125
124,237.4453473,-272.4926176,102.8125,17.890625,415.625,40.078125
125,269.3203473,130.6323824,102.8125,17.890625,415.625,40.078125
126,396.8203473,-191.8676176,102.8125,17.890625,415.625,40.078125
127,-1.617152728,144.0698824,102.8125,17.890625,415.625,40.078125
128,94.00784727,63.44488236,102.8125,17.890625,415.625,40.078125
129,-97.24215273,9.694882355,102.8125,17.890625,415.625,40.078125
130,159.7500348,81.92144486,102.8125,17.890625,415.625,40.078125
131,32.25003477,-25.57855514,102.8125,17.890625,415.625,40.078125
132,64.12503477,-106.2035551,102.8125,17.890625,415.625,40.078125
133,191.6250348,-213.7035551,102.8125,17.890625,415.625,40.078125
134,-63.37496523,1.296444855,102.8125,17.890625,415.625,40.078125
135,143.8125348,-146.5160551,102.8125,17.890625,415.625,40.078125
136,398.8125348,68.48394486,102.8125,17.890625,415.625,40.078125
137,-79.31246523,95.35894486,102.8125,17.890625,415.625,40.078125
138,247.4062848,-193.5473051,102.8125,17.890625,415.625,40.078125
139,406.7812848,-274.1723051,102.8125,17.890625,415.625,40.078125
140,88.03128477,-220.4223051,102.8125,17.890625,415.625,40.078125
141,215.5312848,-112.9223051,102.8125,17.890625,415.625,40.078125
142,-39.46871523,102.0776949,102.8125,17.890625,415.625,40.078125
143,72.09378477,8.015194855,102.8125,17.890625,415.625,40.078125
144,135.8437848,-260.7348051,102.8125,17.890625,415.625,40.078125
145,231.4687848,34.89019486,102.8125,17.890625,415.625,40.078125
146,103.9687848,142.3901949,102.8125,17.890625,415.625,40.078125
147,-91.26559023,-190.1879301,102.8125,17.890625,415.625,40.078125
148,291.2344098,-82.68793014,102.8125,17.890625,415.625,40.078125
149,327.8408551,-152.6049223,102.8125,17.890625,415.625,40.078125
150,-90.51851992,-135.8080473,102.8125,17.890625,415.625,40.078125
151,-101.2265277,154.1480074,118.4375,8.984375,409.375,34.609375
152,153.7734723,-60.85199264,118.4375,8.984375,409.375,34.609375
153,26.27347227,46.64800736,118.4375,8.984375,409.375,34.609375
154,376.8984723,-248.9769926,118.4375,8.984375,409.375,34.609375
155,313.1484723,19.77300736,118.4375,8.984375,409.375,34.609375
156,360.9609723,-101.1644926,118.4375,8.984375,409.375,34.609375
157,297.2109723,60.08550736,118.4375,8.984375,409.375,34.609375
158,18.30472227,-242.2582426,118.4375,8.984375,409.375,34.609375
159,400.8047223,-134.7582426,118.4375,8.984375,409.375,34.609375
160,337.0547223,133.9917574,118.4375,8.984375,409.375,34.609375
161,2.367222272,-13.82074264,118.4375,8.984375,409.375,34.609375
162,-29.50777773,-94.44574264,118.4375,8.984375,409.375,34.609375
163,225.4922223,120.5542574,118.4375,8.984375,409.375,34.609375
164,293.2265973,-212.0238676,118.4375,8.984375,409.375,34.609375
165,356.9765973,-50.77386764,118.4375,8.984375,409.375,34.609375
166,325.1015973,83.60113236,118.4375,8.984375,409.375,34.609375
167,-41.46090273,-225.4613676,118.4375,8.984375,409.375,34.609375
168,404.7890973,150.7886324,118.4375,8.984375,409.375,34.609375
169,-9.585902728,-144.8363676,118.4375,8.984375,409.375,34.609375
170,245.4140973,70.16363236,118.4375,8.984375,409.375,34.609375
171,117.9140973,-37.33636764,118.4375,8.984375,409.375,34.609375
172,54.16409727,-198.5863676,118.4375,8.984375,409.375,34.609375
173,173.6953473,-3.742617645,118.4375,8.984375,409.375,34.609375
174,237.4453473,-272.4926176,118.4375,8.984375,409.375,34.609375
175,269.3203473,130.6323824,118.4375,8.984375,409.375,34.609375
176,396.8203473,-191.8676176,118.4375,8.984375,409.375,34.609375
177,-1.617152728,144.0698824,118.4375,8.984375,409.375,34.609375
178,94.00784727,63.44488236,118.4375,8.984375,409.375,34.609375
179,-97.24215273,9.694882355,118.4375,8.984375,409.375,34.609375
180,159.7500348,81.92144486,118.4375,8.984375,409.375,34.609375
181,32.25003477,-25.57855514,118.4375,8.984375,409.375,34.609375
182,64.12503477,-106.2035551,118.4375,8.984375,409.375,34.609375
183,191.6250348,-213.7035551,118.4375,8.984375,409.375,34.609375
184,-63.37496523,1.296444855,118.4375,8.984375,409.375,34.609375
185,143.8125348,-146.5160551,118.4375,8.984375,409.375,34.609375
186,398.8125348,68.48394486,118.4375,8.984375,409.375,34.609375
187,-79.31246523,95.35894486,118.4375,8.984375,409.375,34.609375
188,247.4062848,-193.5473051,118.4375,8.984375,409.375,34.609375
189,406.7812848,-274.1723051,118.4375,8.984375,409.375,34.609375
190,88.03128477,-220.4223051,118.4375,8.984375,409.375,34.609375
191,215.5312848,-112.9223051,118.4375,8.984375,409.375,34.609375
192,-39.46871523,102.0776949,118.4375,8.984375,409.375,34.609375
193,72.09378477,8.015194855,118.4375,8.984375,409.375,34.609375
194,135.8437848,-260.7348051,118.4375,8.984375,409.375,34.609375
195,231.4687848,34.89019486,118.4375,8.984375,409.375,34.609375
196,103.9687848,142.3901949,118.4375,8.984375,409.375,34.609375
197,-91.26559023,-190.1879301,118.4375,8.984375,409.375,34.609375
198,291.2344098,-82.68793014,118.4375,8.984375,409.375,34.609375
199,327.8408551,-152.6049223,118.4375,8.984375,409.375,34.609375
200,-90.51851992,-135.8080473,118.4375,8.984375,409.375,34.609375
201,-101.2265277,154.1480074,112.1875,15.546875,421.875,23.671875
202,153.7734723,-60.85199264,112.1875,15.546875,421.875,23.671875
203,26.27347227,46.64800736,112.1875,15.546875,421.875,23.671875
204,376.8984723,-248.9769926,112.1875,15.546875,421.875,23.671875
205,313.1484723,19.77300736,112.1875,15.546875,421.875,23.671875
206,360.9609723,-101.1644926,112.1875,15.546875,421.875,23.671875
207,297.2109723,60.08550736,112.1875,15.546875,421.875,23.671875
208,18.30472227,-242.2582426,112.1875,15.546875,421.875,23.671875
209,400.8047223,-134.7582426,112.1875,15.546875,421.875,23.671875
210,337.0547223,133.9917574,112.1875,15.546875,421.875,23.671875
211,2.367222272,-13.82074264,112.1875,15.546875,421.875,23.671875
212,-29.50777773,-94.44574264,112.1875,15.546875,421.875,23.671875
213,225.4922223,120.5542574,112.1875,15.546875,421.875,23.671875
214,293.2265973,-212.0238676,112.1875,15.546875,421.875,23.671875
215,356.9765973,-50.77386764,112.1875,15.546875,421.875,23.671875
216,325.1015973,83.60113236,112.1875,15.546875,421.875,23.671875
217,-41.46090273,-225.4613676,112.1875,15.546875,421.875,23.671875
218,404.7890973,150.7886324,112.1875,15.546875,421.875,23.671875
219,-9.585902728,-144.8363676,112.1875,15.546875,421.875,23.671875
220,245.4140973,70.16363236,112.1875,15.546875,421.875,23.671875
221,117.9140973,-37.33636764,112.1875,15.546875,421.875,23.671875
222,54.16409727,-198.5863676,112.1875,15.546875,421.875,23.671875
223,173.6953473,-3.742617645,112.1875,15.546875,421.875,23.671875
224,237.4453473,-272.4926176,112.1875,15.546875,421.875,23.671875
225,269.3203473,130.6323824,112.1875,15.546875,421.875,23.671875
226,396.8203473,-191.8676176,112.1875,15.546875,421.875,23.671875
227,-1.617152728,144.0698824,112.1875,15.546875,421.875,23.671875
228,94.00784727,63.44488236,112.1875,15.546875,421.875,23.671875
229,-97.24215273,9.694882355,112.1875,15.546875,421.875,23.671875
230,159.7500348,81.92144486,112.1875,15.546875,421.875,23.671875
231,32.25003477,-25.57855514,112.1875,15.546875,421.875,23.671875
232,64.12503477,-106.2035551,112.1875,15.546875,421.875,23.671875
233,191.6250348,-213.7035551,112.1875,15.546875,421.875,23.671875
234,-63.37496523,1.296444855,112.1875,15.546875,421.875,23.671875
235,143.8125348,-146.5160551,112.1875,15.546875,421.875,23.671875
236,398.8125348,68.48394486,112.1875,15.546875,421.875,23.671875
237,-79.31246523,95.35894486,112.1875,15.546875,421.875,23.671875
238,247.4062848,-193.5473051,112.1875,15.546875,421.875,23.671875
239,406.7812848,-274.1723051,112.1875,15.546875,421.875,23.671875
240,88.03128477,-220.4223051,112.1875,15.546875,421.875,23.671875
241,215.5312848,-112.9223051,112.1875,15.546875,421.875,23.671875
242,-39.46871523,102.0776949,112.1875,15.546875,421.875,23.671875
243,72.09378477,8.015194855,112.1875,15.546875,421.875,23.671875
244,135.8437848,-260.7348051,112.1875,15.546875,421.875,23.671875
245,231.4687848,34.89019486,112.1875,15.546875,421.875,23.671875
246,103.9687848,142.3901949,112.1875,15.546875,421.875,23.671875
247,-91.26559023,-190.1879301,112.1875,15.546875,421.875,23.671875
248,291.2344098,-82.68793014,112.1875,15.546875,421.875,23.671875
249,327.8408551,-152.6049223,112.1875,15.546875,421.875,23.671875
250,-90.51851992,-135.8080473,112.1875,15.546875,421.875,23.671875
251,-101.2265277,154.1480074,108.90625,8.1640625,454.6875,21.2109375
252,153.7734723,-60.85199264,108.90625,8.1640625,454.6875,21.2109375
253,26.27347227,46.64800736,108.90625,8.1640625,454.6875,21.2109375
254,376.8984723,-248.9769926,108.90625,8.1640625,454.6875,21.2109375
255,313.1484723,19.77300736,108.90625,8.1640625,454.6875,21.2109375
256,360.9609723,-101.1644926,108.90625,8.1640625,454.6875,21.2109375
257,297.2109723,60.08550736,108.90625,8.1640625,454.6875,21.2109375
258,18.30472227,-242.2582426,108.90625,8.1640625,454.6875,21.2109375
259,400.8047223,-134.7582426,108.90625,8.1640625,454.6875,21.2109375
260,337.0547223,133.9917574,108.90625,8.1640625,454.6875,21.2109375
261,2.367222272,-13.82074264,108.90625,8.1640625,454.6875,21.2109375
262,-29.50777773,-94.44574264,108.90625,8.1640625,454.6875,21.2109375
263,225.4922223,120.5542574,108.90625,8.1640625,454.6875,21.2109375
264,293.2265973,-212.0238676,108.90625,8.1640625,454.6875,21.2109375
265,356.9765973,-50.77386764,108.90625,8.1640625,454.6875,21.2109375
266,325.1015973,83.60113236,108.90625,8.1640625,454.6875,21.2109375
267,-41.46090273,-225.4613676,108.90625,8.1640625,454.6875,21.2109375
268,404.7890973,150.7886324,108.90625,8.1640625,454.6875,21.2109375
269,-9.585902728,-144.8363676,108.90625,8.1640625,454.6875,21.2109375
270,245.4140973,70.16363236,108.90625,8.1640625,454.6875,21.2109375
271,117.9140973,-37.33636764,108.90625,8.1640625,454.6875,21.2109375
272,54.16409727,-198.5863676,108.90625,8.1640625,454.6875,21.2109375
273,173.6953473,-3.742617645,108.90625,8.1640625,454.6875,21.2109375
274,237.4453473,-272.4926176,108.90625,8.1640625,454.6875,21.2109375
275,269.3203473,130.6323824,108.90625,8.1640625,454.6875,21.2109375
276,396.8203473,-191.8676176,108.90625,8.1640625,454.6875,21.2109375
277,-1.617152728,144.0698824,108.90625,8.1640625,454.6875,21.2109375
278,94.00784727,63.44488236,108.90625,8.1640625,454.6875,21.2109375
279,-97.24215273,9.694882355,108.90625,8.1640625,454.6875,21.2109375
280,159.7500348,81.92144486,108.90625,8.1640625,454.6875,21.2109375
281,32.25003477,-25.57855514,108.90625,8.1640625,454.6875,21.2109375
282,64.12503477,-106.2035551,108.90625,8.1640625,454.6875,21.2109375
283,191.6250348,-213.7035551,108.90625,8.1640625,454.6875,21.2109375
284,-63.37496523,1.296444855,108.90625,8.1640625,454.6875,21.2109375
285,143.8125348,-146.5160551,108.90625,8.1640625,454.6875,21.2109375
286,398.8125348,68.48394486,108.90625,8.1640625,454.6875,21.2109375
287,-79.31246523,95.35894486,108.90625,8.1640625,454.6875,21.2109375
288,247.4062848,-193.5473051,108.90625,8.1640625,454.6875,21.2109375
289,406.7812848,-274.1723051,108.90625,8.1640625,454.6875,21.2109375
290,88.03128477,-220.4223051,108.90625,8.1640625,454.6875,21.2109375
291,215.5312848,-112.9223051,108.90625,8.1640625,454.6875,21.2109375
292,-39.46871523,102.0776949,108.90625,8.1640625,454.6875,21.2109375
293,72.09378477,8.015194855,108.90625,8.1640625,454.6875,21.2109375
294,135.8437848,-260.7348051,108.90625,8.1640625,454.6875,21.2109375
295,231.4687848,34.89019486,108.90625,8.1640625,454.6875,21.2109375
296,103.9687848,142.3901949,108.90625,8.1640625,454.6875,21.2109375
297,-91.26559023,-190.1879301,108.90625,8.1640625,454.6875,21.2109375
298,291.2344098,-82.68793014,108.90625,8.1640625,454.6875,21.2109375
299,327.8408551,-152.6049223,108.90625,8.1640625,454.6875,21.2109375
300,-90.51851992,-135.8080473,108.90625,8.1640625,454.6875,21.2109375
301,-101.2265277,154.1480074,116.71875,11.2109375,464.0625,11.9140625
302,153.7734723,-60.85199264,116.71875,11.2109375,464.0625,11.9140625
303,26.27347227,46.64800736,116.71875,11.2109375,464.0625,11.9140625
304,376.8984723,-248.9769926,116.71875,11.2109375,464.0625,11.9140625
305,313.1484723,19.77300736,116.71875,11.2109375,464.0625,11.9140625
306,360.9609723,-101.1644926,116.71875,11.2109375,464.0625,11.9140625
307,297.2109723,60.08550736,116.71875,11.2109375,464.0625,11.9140625
308,18.30472227,-242.2582426,116.71875,11.2109375,464.0625,11.9140625
309,400.8047223,-134.7582426,116.71875,11.2109375,464.0625,11.9140625
310,337.0547223,133.9917574,116.71875,11.2109375,464.0625,11.9140625
311,2.367222272,-13.82074264,116.71875,11.2109375,464.0625,11.9140625
312,-29.50777773,-94.44574264,116.71875,11.2109375,464.0625,11.9140625
313,225.4922223,120.5542574,116.71875,11.2109375,464.0625,11.9140625
314,293.2265973,-212.0238676,116.71875,11.2109375,464.0625,11.9140625
315,356.9765973,-50.77386764,116.71875,11.2109375,464.0625,11.9140625
316,325.1015973,83.60113236,116.71875,11.2109375,464.0625,11.9140625
317,-41.46090273,-225.4613676,116.71875,11.2109375,464.0625,11.9140625
318,404.7890973,150.7886324,116.71875,11.2109375,464.0625,11.9140625
319,-9.585902728,-144.8363676,116.71875,11.2109375,464.0625,11.9140625
320,245.4140973,70.16363236,116.71875,11.2109375,464.0625,11.9140625
321,117.9140973,-37.33636764,116.71875,11.2109375,464.0625,11.9140625
322,54.16409727,-198.5863676,116.71875,11.2109375,464.0625,11.9140625
323,173.6953473,-3.742617645,116.71875,11.2109375,464.0625,11.9140625
324,237.4453473,-272.4926176,116.71875,11.2109375,464.0625,11.9140625
325,269.3203473,130.6323824,116.71875,11.2109375,464.0625,11.9140625
326,396.8203473,-191.8676176,116.71875,11.2109375,464.0625,11.9140625
327,-1.617152728,144.0698824,116.71875,11.2109375,464.0625,11.9140625
328,94.00784727,63.44488236,116.71875,11.2109375,464.0625,11.9140625
329,-97.24215273,9.694882355,116.71875,11.2109375,464.0625,11.9140625
330,159.7500348,81.92144486,116.71875,11.2109375,464.0625,11.9140625
331,32.25003477,-25.57855514,116.71875,11.2109375,464.0625,11.9140625
332,64.12503477,-106.2035551,116.71875,11.2109375,464.0625,11.9140625
333,191.6250348,-213.7035551,116.71875,11.2109375,464.0625,11.9140625
334,-63.37496523,1.296444855,116.71875,11.2109375,464.0625,11.9140625
335,143.8125348,-146.5160551,116.71875,11.2109375,464.0625,11.9140625
336,398.8125348,68.48394486,116.71875,11.2109375,464.0625,11.9140625
337,-79.31246523,95.35894486,116.71875,11.2109375,464.0625,11.9140625
338,247.4062848,-193.5473051,116.71875,11.2109375,464.0625,11.9140625
339,406.7812848,-274.1723051,116.71875,11.2109375,464.0625,11.9140625
340,88.03128477,-220.4223051,116.71875,11.2109375,464.0625,11.9140625
341,215.5312848,-112.9223051,116.71875,11.2109375,464.0625,11.9140625
342,-39.46871523,102.0776949,116.71875,11.2109375,464.0625,11.9140625
343,72.09378477,8.015194855,116.71875,11.2109375,464.0625,11.9140625
344,135.8437848,-260.7348051,116.71875,11.2109375,464.0625,11.9140625
345,231.4687848,34.89019486,116.71875,11.2109375,464.0625,11.9140625
346,103.9687848,142.3901949,116.71875,11.2109375,464.0625,11.9140625
347,-91.26559023,-190.1879301,116.71875,11.2109375,464.0625,11.9140625
348,291.2344098,-82.68793014,116.71875,11.2109375,464.0625,11.9140625
349,327.8408551,-152.6049223,116.71875,11.2109375,464.0625,11.9140625
350,-90.51851992,-135.8080473,116.71875,11.2109375,464.0625,11.9140625
351,-101.2265277,154.1480074,113.671875,7.63671875,339.84375,16.69921875
352,153.7734723,-60.85199264,113.671875,7.63671875,339.84375,16.69921875
353,26.27347227,46.64800736,113.671875,7.63671875,339.84375,16.69921875
354,376.8984723,-248.9769926,113.671875,7.63671875,339.84375,16.69921875
355,313.1484723,19.77300736,113.671875,7.63671875,339.84375,16.69921875
356,360.9609723,-101.1644926,113.671875,7.63671875,339.84375,16.69921875
357,297.2109723,60.08550736,113.671875,7.63671875,339.84375,16.69921875
358,18.30472227,-242.2582426,113.671875,7.63671875,339.84375,16.69921875
359,400.8047223,-134.7582426,113.671875,7.63671875,339.84375,16.69921875
360,337.0547223,133.9917574,113.671875,7.63671875,339.84375,16.69921875
361,2.367222272,-13.82074264,113.671875,7.63671875,339.84375,16.69921875
362,-29.50777773,-94.44574264,113.671875,7.63671875,339.84375,16.69921875
363,225.4922223,120.5542574,113.671875,7.63671875,339.84375,16.69921875
364,293.2265973,-212.0238676,113.671875,7.63671875,339.84375,16.69921875
365,356.9765973,-50.77386764,113.671875,7.63671875,339.84375,16.69921875
366,325.1015973,83.60113236,113.671875,7.63671875,339.84375,16.69921875
367,-41.46090273,-225.4613676,113.671875,7.63671875,339.84375,16.69921875
368,404.7890973,150.7886324,113.671875,7.63671875,339.84375,16.69921875
369,-9.585902728,-144.8363676,113.671875,7.63671875,339.84375,16.69921875
370,245.4140973,70.16363236,113.671875,7.63671875,339.84375,16.69921875
371,117.9140973,-37.33636764,113.671875,7.63671875,339.84375,16.69921875
372,54.16409727,-198.5863676,113.671875,7.63671875,339.84375,16.69921875
373,173.6953473,-3.742617645,113.671875,7.63671875,339.84375,16.69921875
374,237.4453473,-272.4926176,113.671875,7.63671875,339.84375,16.69921875
375,269.3203473,130.6323824,113.671875,7.63671875,339.84375,16.69921875
376,396.8203473,-191.8676176,113.671875,7.63671875,339.84375,16.69921875
377,-1.617152728,144.0698824,113.671875,7.63671875,339.84375,16.69921875
378,94.00784727,63.44488236,113.671875,7.63671875,339.84375,16.69921875
379,-97.24215273,9.694882355,113.671875,7.63671875,339.84375,16.69921875
380,159.7500348,81.92144486,113.671875,7.63671875,339.84375,16.69921875
381,32.25003477,-25.57855514,113.671875,7.63671875,339.84375,16.69921875
382,64.12503477,-106.2035551,113.671875,7.63671875,339.84375,16.69921875
383,191.6250348,-213.7035551,113.671875,7.63671875,339.84375,16.69921875
384,-63.37496523,1.296444855,113.671875,7.63671875,339.84375,16.69921875
385,143.8125348,-146.5160551,113.671875,7.63671875,339.84375,16.69921875
386,398.8125348,68.48394486,113.671875,7.63671875,339.84375,16.69921875
387,-79.31246523,95.35894486,113.671875,7.63671875,339.84375,16.69921875
388,247.4062848,-193.5473051,113.671875,7.63671875,339.84375,16.69921875
389,406.7812848,-274.1723051,113.671875,7.63671875,339.84375,16.69921875
390,88.03128477,-220.4223051,113.671875,7.63671875,339.84375,16.69921875
391,215.5312848,-112.9223051,113.671875,7.63671875,339.84375,16.69921875
392,-39.46871523,102.0776949,113.671875,7.63671875,339.84375,16.69921875
393,72.09378477,8.015194855,113.671875,7.63671875,339.84375,16.69921875
394,135.8437848,-260.7348051,113.671875,7.63671875,339.84375,16.69921875
395,231.4687848,34.89019486,113.671875,7.63671875,339.84375,16.69921875
396,103.9687848,142.3901949,113.671875,7.63671875,339.84375,16.69921875
397,-91.26559023,-190.1879301,113.671875,7.63671875,339.84375,16.69921875
398,291.2344098,-82.68793014,113.671875,7.63671875,339.84375,16.69921875
399,327.8408551,-152.6049223,113.671875,7.63671875,339.84375,16.69921875
400,-90.51851992,-135.8080473,113.671875,7.63671875,339.84375,16.69921875
401,-101.2265277,154.1480074,104.1894531,14.93896484,354.3945313,14.52880859
